Tanggal,Username,Rekomendasi,Review
10 Apr 2023,Khadj,Khadj recommends this product!,"âªï¸Disclaimer : yg kupakai formula lama, Brightening serum with 10% Niacinamide + Hyaluronate + Collagenâªï¸ Ohh, another gem from Whitelab! Sebelumnya aku sempet coba Acne Calming Serum mereka dan sukaa bgt karena hydrating dan calmingnya dapet, kulit yg lg ada jerawat lgsg better plus plumpy. Pas coba yg brightening ini ternyata teksturnya lebih enak lagii dari Acne Calming Serum. Warna serumnya bening, waktu di pipetnya sih keliatannya kental tp begitu ketemu kulit lgsg meleleh dan nyerap tanpa lengket. Klo pakai ini kulit rasanya terhidrasi dan penampakan pori jd samar. Dipake pagi enak, apalagi pakai malam layering with other hydrating products."
10 Apr 2023,evitamuftiah,evitamuftiah recommends this product!,"Awalnya takut pake ini, tapi coba beraniin beli dan coba. Ini bener bener yang bikin langsung cerah gitu sihh. Kaget banget pas cobain di tangan langsung beda gitu warnanya. Cuma ini agak susahnya teksturnya yang terlalu cair, tapi langsung meresap gitu sih. Dan setelah pake ini kayak langsung cerah gitu wajahnya"
09 Apr 2023,rinipipit,rinipipit recommends this product!,"Whitelab adalah produk yg aku agak kesel sebenernya karena dia ngejiplak bgt TO. Bahkan tagline nya aja 'not your ordinary skincare' makanya aku gapernah tertarik buat nyoba haha. eh kemudian lama2 pinisirin. Cobain lah peeling aha bha nya,ternyata cocok hahaha. Produk kedua yg aku beli si N10 ini yang sudah reformulasi sepertinya. gapernah cobain versi lama nya juga sih. Memang sudah lama ga pake niacinamide dg % tinggi, jadi pas make ini berasa banget bedanya. aku layer bareng propolis ampoule nya dr ceuracle atau bareng vit C serumnya Oget! ternyata ok banget buat ngurangin kusam dan brightening effect nya juga nampol. kalo malem aku layer bareng retinol,pagi muka dah macam dilaminating. mantap. bekas2 jerawat lumayan tersamarkan tapi nggak yg ilang bgt dalam waktu cepat. kalo yg bekas2 baru ya mayan lah jadi ga terlalu item. sekarang masih enjoy banget pakenya. ya meskipun kulitku gampang banget bosan dan berubah kondisinya,sekarang produk ini masih cukup ngefek di aku"
08 Apr 2023,uppu3i,uppu3i recommends this product!,"ini serum paling kesukaan aku bngt sih, awalnya akutu emng dikirimin/dikasi gitu, abistu aku pake eh kok jerawat aku jarang muncul dan bekas jerawat mulai memudar, dan sampe sekarang aku masih make ini, awalnya aku ga begitu yakin sih sama serum ini, maaf ya udah suuzon dulu"
07 Apr 2023,Silviarnr,Silviarnr recommends this product!,"Salah satu serum terenak dari local brand. Teksturnya cair namun tidak terlalu cair, soalnya kalau terlalu cair bakal langsung ilang ke leher. Untuk formulanya berhasil banget sesuai klaimnya, melembabkan kulit, bekas jerawat memudar, bahkan aku sampai dapet pujian dari temen-temen kalau wajahku cerahan. Aku rutin pakai buat pagi malam dan satu botol bertahan selama 1 bulan."
01 Apr 2023,AbiyazkaZahra,AbiyazkaZahra recommends this product!,"Whitelab Ndose Serum ini nandungan hyalucomplex, niacinamide dan Marine collagen, insyaallah membuat kulit jadi semakin sehat, cerah dan katanya juga bisa menyamarkan garis halus. Botol kaca dengan tutup pipet memudahkan untuk aplikasikan ke wajah."
30 Mar 2023,farahnurulf,farahnurulf recommends this product!,"MEMUDARKAN PIH BANGET UDAH NO KOMPLENð­ bener2 karna dosenya tinggi juga kali ya, aku pakainya seringtp bener2 di bekas jerawat dulu biar hemat dan lebih cepet memudarkan sumpah, wajib dipake kalo ada bekas jerawat yang harus diilanginð­"
28 Mar 2023,annamluarmase,annamluarmase recommends this product!,"Wanginya nyegerin, teksturnya cair dan gampang meresap sih, cuma gak begitu kelihatan perubahannya yang katanya dapat mencerahkan. Tapi sejauh ini cocok cocok aja, gak timbul jerawat atau kemerahan. Tapi belum pengen untuk repurchase."
20 Mar 2023,Hema_pelangi,Hema_pelangi recommends this product!,"maju mundur mau beli nih serum krn tertarik dengan kandungan 10% niacin nya, yah meskipun itu bukan jaminan lebih bagus atau tidak tp aku tetep tertarik sih wkwwk. untuk teksturnya dia ini cukup cair sih, waktu dipake ke muka cepet menyerap dan sedikit melembabkan di wajah aku. setelah pemakaian 3 bulan an aku notice dia membantu banget buat menyamarkan noda noda bekas jerawatku tapi progresnya tuu lama bangett, oh iya aku pakenya cuman malam aja"
20 Mar 2023,Deasssy,Deasssy recommends this product!,"Aromanya citrusy tapi nggak menyengat malah terasa calming menurutku. Warnanya bening dan teksturnya cukup cair. Setelah pake serum ini terasa cepat meresap ke kulit, lembab dan glowing. Menurutku agak sayang isinya hanya 20 ml dengan packaging yang kecil ramping. Untuk isi segitu buat pemakaian siang dan malam setiap hari sih nggak cukup buat sebulan, hehe. I wish Whitelab mau improve buat keluarin serum ini dengan versi agak gede misalnya 40 ml. Aku pake masih dengan packaging lama tapi sepertinya cuma redesign doang untuk formulanya tetep."
06 Mar 2023,ranirohmawati,ranirohmawati doesn't recommend this product! ,"masih packaging lama. packagingnya simple untuk sebuah serum dan enak dibawa kemana-mana. teksturnya gel bening, aromanya terlalu wangi, mudah menyerap dan memberikan efek cerah. yang aku kurang suka, ini ada parfumnya. selama ini aku trying to use skincare / makeup yang non perfumery."
18 Feb 2023,RismaDaraOktaviani,RismaDaraOktaviani recommends this product!,"Teksturnya cair dan sedikit kental, ringan dan cepat meresap ke kulit.. Dilengkapi pipet sebagai aplikatornya.. Membuat wajah menjadi lebih lembab, mencerahkan kulit, menyamarkan noda gelap, hiperpigmentasi dan juga bekas jerawat"
13 Feb 2023,FiandaMS,FiandaMS doesn't recommend this product! ,"Super duper ga cocok sama serum ini, niatnya mo mencerahkan kulit setelah dipakai malah mukaku jadi numbuh jerawat banyak dan aku notice hidungku juga jadi komedoan setelah pakai serum ini, sorry whitelab padahal aku cocok banget sama serum-serum whitelab yang lainâ¹ï¸"
09 Feb 2023,dwisar17,dwisar17 recommends this product!,"pertama kali pake langsung terasa lembab dikulit, beda banget sama keadaan kulit sebelum pakai.. noda bekas jerawat tersamarkan dan kulit jadi halus dan lembut banget, pokoknya salah satu serum andalan aku dan wajib dicoba dirumah karena mmg sebagus itu"
07 Feb 2023,leadyputri,leadyputri recommends this product!,"Suka banget serum N10 !!!!!ini udah botol ke 2, di aku cepet banget hilangin bekas jerawat dan kulit aku jadi lebih glowing. serumnya cepet meresap ini cocok banget kalau di pake bareng Cera-Mug Barrier Moisturizing Gel. Love banyak banyak sama whitelab. "
04 Feb 2023,nurulFB,nurulFB recommends this product!,"udah pake produk ini dari tahun lalu. sebelumnya pake yang niacianimide nya 5%, dan akhirnya beraniin buat pake yang 10%. dari segi harga, sangat sangat terjangkau untuk ukuran 20 ml. dari segi, packaging botol bening, pipet nya enak digunakan. aku pake produk ini setiap hari, bisa habis kurang lebih 1 bulan. dari segi tekstur, agak thick, gada aroma nya. dari segi bahan, produk ini juga mengandung hyaluronate acid dan glycerin, jadi bisa untuk melembkan juga (dibantu produk lain). dari tahun lalu, permasalahan kulit aku itu jerawat dan bekas nya. produk ini ngebantu banget ngilangin jerawat, mempercepat jerawat matang dan ngilangin si bekas nya (meskipun untuk bekas, butuh tambahan produk lain dan butuh waktu lama). dari segi mencerahkan, produk ini ngaruh banget sih dibanding yang 5%. udah repurchase beberapa kali juga. sejauh ini, ini produk terworth it dengan harga yang mudah dijangkau!!!!"
03 Feb 2023,Rahmidwi,Rahmidwi recommends this product!,"Aku emang sengaja pengen nyoba serum whitelab yang kandungan niacinamide nya 10% karna dulu pernah pake serum yang kandungan nya lebih rendah dari itu dan kurang cocok. Teksturnya cair,mudah meresap tapi sayangnya bikin kulit ku jadi makin kering,kalo kalian kulitnya berminyak mungkin akan aman-aman aja. Kalo untuk mencerahkan lumayan berasa,tapi kalo untuk memudarkan bekas jerawat gak terlalu berasa,apalagi kan bekas jerawat ku item item dan lumayan banyak juga."
02 Feb 2023,caramelcyntia,caramelcyntia recommends this product!,"Mencerahkan Yes, Memudarkan bekas jerawat YesMelembabkan kulit NO, ini termasuk kering di akuawal pake agak membuat kulit merah namun setelah seminggu pakai kulit mulai terbiasa.. lebih disarankan untuk kulit yg sangat berminyak dan lagi struggling dengan masalah kulit pori besar, bekas jerawat. pasti ini cocok"
02 Feb 2023,maulidiawidya,maulidiawidya recommends this product!,aku udah habis beberapa botol. buat efek mencerahkannya biasa aja sih. ga ada efeknya sama sekali di aku. cuma dia ga bikin bruntusan. tapi ya gitu ga ada efeknya. ibuku sampe keracunan beli ini. tapi setidaknya ini bikin wajah lebih terawat
31 Jan 2023,azizah_gn,azizah_gn recommends this product!,"baru pertama kali cobain serumnya semoga cocok dimuka aku ð¤ ingredientsnya yg bikin penasaran pingin cobain sama liat review orang2. Teksturnya watery, cepat meresap dan gak bikin lengket waktu dipakai ke muka. Aromanya juga soft jadi gak keganggu bgt waktu dipakai."
31 Jan 2023,evitautami,evitautami doesn't recommend this product! ,"so saddd engga cocok sm ini serum padahal udah ngarep, dia ada baunya baru pake sehari muka udah merah2 dan panas, masih mau coba ngetes kann trus coba pake besokannya lg ttp kaya gitu, yaudah stop aja dan dihibahkan ke pacar mngkin emg kulit aku gacocok sm skincare yg ada alkoholnya"
25 Jan 2023,rennyanggra,rennyanggra recommends this product!,Repurchase si Niacinamidenya entah berapa kali dari 2019. Bikin lembab tapi engga over minyak dikondisi kulit kombinasiku. Terus jadi bikin plumpy sih dimix sama nightcreamnya. Pakailah sknicare sesuai kebutuhan kulit ya sistur biar kulit engga ngambek terus
22 Jan 2023,nurseha_satyarini,nurseha_satyarini recommends this product!,Wajahku jauh lebih lembab dan lembut enak banget. Cuma memang untuk mencerahkan belum terlihat signifikan tapi kulit kusamnya lumayan berkurang.. bekas jerawat juga lumayam memudar.Dan kebetulan aku lagi ada redness dan dya bener bener mengurangi redness di wajah aku guys. Meski niacinamidenya lumayan besar di 10% aku jg mengurangi niacinamide yang ada di skincare lainnya supaya ga bikin iritasi wajah aku. Karena wajah aku lumayan sensitif guys. Nah serum ini juga mengclaim bisa membentuk moisture barrier karena kandungan HyaluComplex-10 nya.. dan btw ini pacakging lama yaaa dan packaging baru sudah ada..
21 Jan 2023,salsabll,salsabll recommends this product!,"Serum favoritku! Pertama kali pake pas abis karantina paskib muka belang bgt tuh, pake serum ini langsung cerahan donggg ð¥¹ aku pake tiap hari pagi sama malam, klo pake malam sebelum tidur paginya kerasa bgt lembutnya. Ga bikin breakout juga di kulitku yg notabene masih awal2 pake serum. Udah repurchase bbrp kali saking sukanya. Love bgt ð«¶"
20 Jan 2023,maulindasabrina,maulindasabrina recommends this product!,"Dikasih sama kakak sih karena kakak nggak cocok sama ini produk, Ya udah aku pakai tapii aku pakai sebagai serum badan nggak pakai di muka. Karena skincare muka ku udah banyak banget, aku pakai di badan sebelum tidur sama sebelum pakai lotion di layer gitu sama lotion yang aku pakai, dia aku sih cuman melembabkan ya nggak gimana - gimana jugak. Jadi ok lah."
07 Jan 2023,amalia_annufus,amalia_annufus recommends this product!,"Ini pertama kalinya aku pake niacinamide yg setinggi ini kandungannya Alhamdulillah ga ada efek negatif awalnya aku takut. Jadi review first Impression aku untuk beberapa kali pake ini aku suka teksturnya cair, ringan dan ga berat, mau dipake pagi atau malem. Cepet meresap juga. Ada wanginya sedikit tapi ga mengganggu aku suka wanginya.Untuk efeknya jadi lembab dan ga kusam, walaupun tinggi ga bikin aku iritasi sejauh ini. Untuk mencerahkan dan bekas jerawat belum begitu keliatan."
12 Dec 2022,atika_april,atika_april doesn't recommend this product! ,"sorry muka ku gak terlalu ngaruh pake ini, lama banget buat ngilangin bekas jerawat huhuhu, tapi teksturnya enak banget, cepet ngerep ke kulit dan gak bikin lengket, harga juga murah dibanding brand lain dengan kandungan yang sama. bisa buat pelembab juga"
12 Dec 2022,Chusnapd,Chusnapd recommends this product!,Formula barunya aku suka sih dari tekstur ini lebih lightweight dan mudah menyerap. Untuk mencerahkan oke bgt dan aku pakai ini klo kulit lagi ga ada masalah aja gitu butuh biar ga kusam aja. Packagingnya harusnya bisa lebih baik sih krn sama aja dg yg sebelumnya
06 Dec 2022,tiwipratiwi09,tiwipratiwi09 recommends this product!,"Awal bekas jerawat dimuka terlalu banyak, sudah coba berbagai produk malah makin parah akhirnya coba serumnya langsung cocok dan bikin kulit muka makin cerah. Bekas jerawat lama lama memudar dan hilang. Sudah pakai lebih dari 1 tahun dan selalu cocok"
29 Nov 2022,ditaputri19,ditaputri19 recommends this product!,dpt ini dr event FD (thank you FD!) karena serum banyak banget ujung2nya jadi gak rutin pake ini ð gak bisa komen banyak karena baru 1 botol juga pakenya dan so far fine2 aja sih. gak notis kulit makin cerah atau noda hitam lebih samar sih but at least gak bikin BO
27 Nov 2022,KurniaDliki,KurniaDliki recommends this product!,"setelah pake ini hampir setahun, menurutku perubahannya ga begitu signifikan, ada sih hasil brighteningnya.. serum ini teksturnya kental, warnanya agak putih, wanginya khas whitelab.. setelah penggunaan muka jd berasa lembab, lengket kenyal gitu.. aku suka sih, tp mau cari brand lain yg kandungan niacinamidenya lebih rendah"
18 Nov 2022,clarissafrnda,clarissafrnda doesn't recommend this product! ,"Botol pertama intensive bright serum + brightening toner awalnya bagus banget beneran ilang segala bruntusan.. pas udah botol kedua malah komedo parah, unclogged pores, mukaku yg tadinya gapernah jerawatan malah jadi parah bangetð¥² ternyata pas di cek, produk whitelab gaada label ânon-comedogenicâ, jadnya bikin berkomedo semua. bye bgt whitelabð®âð¨"
17 Nov 2022,Devymaurer,Devymaurer recommends this product!,Dikemas dengan botol doff dengan aplikator pipet. Teksturnya watery tidak lengket dan mudah meresap. Aku pakai pagi dan malam yang membuat wajah lebih lembap dan lebih cerah. Aman digunakan untuk ibu hamil dan menyusui. Tapi Sayang aromanya kenceng bangettttt.
15 Nov 2022,triniejeannice,triniejeannice recommends this product!,Ini adalah serum pertamaku pada tahun 2020 dimana Whitelab baru launching. Pertama kali pakai memang ada reaksinya cekit cekitnya mungkin karena kdar niacinamide sebesar 10%. Sangat ampuh mencerahkn wajah hanya dalam 3minggu pemakaian dan selain itu juga bisa menyembuhkn bekas jerawatku yang notabenenya pecah dan luka sampai berdarah. Sayangnya pada saat pemakaian jar yang ke 3 kurang cocol diaku malah menimbulkan beruntusan awalnya aku tidak menyadari tapi karena konsultasi online ternyata karena kandunga whitening yang terlalu tinggi jadi aku berentikan. So far sih bagus banget but yang cocok dengan niacinamide 10%
10 Nov 2022,prim7,prim7 recommends this product!,"Pake ini kepo awalnya krn sepupunya pacar aku pake ini & katanya ngefek bgt di kulit sensitif dia! Makin kepo krn gemes edisi Gudetama hehehe. Pas aku coba 2minggu pertama, tmn kantor notice muka aku cerahan hehehe, trs skrg udh sebulan make berasa muka cerahan. Kalo abis olahraga muka kusem, skrg ga kusem lg keliatannya. Menurutku ini worth the price krn murah & ngefek!! Muka aku gmpg jerawatan kalo ga cocok niacin (aku pake the ordinary niacin ngefek cerah tp jd jerawatan), tp pake ini ga jerawatan. Love this!! UPDATE udh pake versi reformulasinya dan cocok jgð"
10 Nov 2022,echaid,echaid recommends this product!,"Awalnya aku agai takut pakai serum niacin 10% daj juga serum ini wangi. Ternyata aman banget aku pake ini. Teksturnya enak, agak thick tapi nggak susah untuk menyerapnya. Untuo brighteningnya belum keliatan karna aku baru pake 2 minggu itu pun nggak tiap hari, selang seling sama serum retinol dan exfo. Mengingat harga nya yang murah banget, serum ini bagus dan worth banget buat yang pengen cerah tapi sensitif sama kandingan vitamin c."
