Tanggal,Username,Rekomendasi,Review,Informasi Tambahan
18 Feb 2022,retriunzhiia,retriunzhiia recommends this product!,pecinta niacinamide wajib coba serum ini. serius dikulit aku nampol banget setelah 3 Minggu pemakaian bekas jerawat memudar dan cerahan dong. selain gampang dicari produk ini bisa juga buat memperbaiki skin barrier. teksturnya agak cair dan gaada bau yang menggangu,Usage Period : 1 month - 3 months Purchase Point : Tokopedia
18 Feb 2022,Adindaskrm,Adindaskrm doesn't recommend this product! ,"Ga ada baunya. Mencerahkan agak sih. Menghilangkan bruntusan iya. Tapi dia ngilangin satu bruntusan, dan tumbuh lagi di spot lain, bahkan jadi ada jerawat segeda gaban yang sebelumnya aku ga pernah punya :( padahal expect banget bisa nolongin bruntusan akuu hiks.",Usage Period : 1 week - 1 month Purchase Point : Shopee
18 Feb 2022,Meynaaa,Meynaaa recommends this product!,"Uda semingguan pake ini, teksturnya sih oke ga terlalu cair dan ga terlalu kentel, cepet bgt menyerap dikulit. Tapi sayangnya semenjak pake serum ini pori aku makin membesar dan kulit aku jadi bertekstur, karna aku orgnya nekat jadi aku lanjut pake, tar aku update lagi kalo udah 1 bulan pemakaian.",Usage Period : Less than 1 week Purchase Point : Shopee
17 Feb 2022,octamaberlian,octamaberlian recommends this product!,"somethinc kalo ngluarin produk ga maen maen ya, skrg jenis serumnya makin banyak, tapi tetep yang paling aku suka ini, dari packaging lama sampe packaging baru tetep jadi favorit, efek brightening nya emang ngga yang wow gitu, tapi suka sama tekstur serumnya, dan nglembapin kulit banget",Usage Period : More than 1 year Purchase Point : Brand website
17 Feb 2022,ritamaharani,ritamaharani recommends this product!,"Somethinc Niacinamide 5% dengan sabi beet Bikin kulit jadi cerah , lembut dan juga meratakan warna kulit diwajah , ringan , terus menyerap dengan cepat , serum nya warna bening aga kental tapi sedikit cair juga , musti dicoba dan dibeli lagi sih ini",Usage Period : 3 months - 6 months Purchase Point : Shopee
17 Feb 2022,dhinta,dhinta recommends this product!,"the best serum...udah hampir setaun kali yaa pake...bikin kulit muka cerah, dan berasa kenyal...ak typical males templok2 banyak skincare, produk ini menolong banget, gak usah make up kulit sehat, cerah dan berasa kenyal",Usage Period : More than 1 year Purchase Point : Instagram
16 Feb 2022,quinn26,,"pake ini udah abis 5/6 botol yang gede dan kecil. sebenernya, it did a great job! bikin muka cerah, pudarin bekas jerawat super cepet, melembabkan, pokoknya oke deh. tapi somehow, tiap bekas jerawat ilang, nimbul jerawat baru terus yang pustule gitu. kaya pori2ny tersumbat? mungkin karena terlalu melembabkan jadinya oily dan pore clogging... akhirnya stop dan mulai berkurang jerawatnya",Usage Period : Less than 1 week Purchase Point : Watson
16 Feb 2022,lalasafitri,lalasafitri doesn't recommend this product! ,"pas awal aku pake ini tuh beneran works bgt kulit aku jadi lebih cerah, tapi setelah sebulan pake muka aku jadi mulai muncul jerawat.. dan kalo pake serum ini muka aku jadi oily bgttt huhu sad. . . . .",Usage Period : 1 week - 1 month Purchase Point : Shopee
15 Feb 2022,dyansucir,dyansucir doesn't recommend this product! ,"Kulit aku tipe normal to dry, awalnya mau coba ini krn direkom sm abel cantika krn berhubung jenis kulitnya sm tp seminggu awal muncul satu2 jerawat di pipi kanan kirain krn hormon, aku ttp pake aja taunya jerawat ku tambah byk trs kulit aku jd kering bgtð®âð¨ pdhl awalnya kulitku tipe yg jarang bgt jerawatan, niatnya mau cerahin malah jd jerawatan.. aku stop dulu deh jdnya krn takut kulit makin rusak",Usage Period : 1 week - 1 month Purchase Point : Official Brand Store
15 Feb 2022,tanlia_,tanlia_ recommends this product!,"Suka banget sama semua serum dari Somethinc! Bikin mupeng semua sumpah, rasanya ingin hati beli semua series serum nya! Ini yang Sabi Beet ampuh banget buat cerahin wajah! Tekstur nya enak mudah meresap + aroma nya wangi yang soft gitu :)))",Usage Period : 1 month - 3 months Purchase Point : Shopee
15 Feb 2022,ulum_pandha,,aku nyoba INI BUAT peratama kali..buat ilangin bekas noda hitam sam cerahin tapi kulit aku jadi kering ...enggag cocok di muka aku..padahal ada kandungan yang buat muka jadi ga kusam ya ..tapi di muka aku jado kering kusem gitu baru jga 3hari kan sedih aku,Usage Period : Less than 1 week Purchase Point : Shopee
15 Feb 2022,Nurulfaadilah,Nurulfaadilah recommends this product!,"serum niacinamide kecintaan banyak orangð kemasannya lucu bantet gitu, pipet tetes nya bagus ga macet macet dan ada sekat penahannya biar produknya gak meleber. Tekstur serum ini yg 10% agak thick dan tidak berbau, pas di aplikasikan ke wajah cukup cepat menyerap walaupun sedikit lengket. Yang aku rasain setelah habis 2 botol, tone kulit emang agak naik sedikit, untuk melembabkan juga enak kok, cukup meredakan kemerahan karena centella water salah satu ingredient nya. overall baguss dan aku cocok bangettð",Usage Period : 1 month - 3 months Purchase Point : Shopee
15 Feb 2022,Vanjaadhelin,Vanjaadhelin recommends this product!,"so so sih yaa, dikulit aku ga menunjukkan hasil yang signifikan. buat mencerahkannya masih blm nampol. hasilnya dikulit jadi lebih lembap dan kontrol oil aja. mungkin bakal lebih cocok buat yang baru kenalan sama niacinamide karna super mild!. anyway tricky juga buat simpen karna dia cepet oksidasi.",Usage Period : 1 month - 3 months Purchase Point : Shopee
15 Feb 2022,shelvieapril,shelvieapril recommends this product!,"Beli waktu awal - awal hype, karena mau beralihdari TO, so far enak sih di aku, bikin kulit cerah, saking cerahnya malah kaya abu-abu gitu wkwkð­ apa cuma perasaan aku, ntah. Dulu abis 2-3 botol kalo gak salah, efek nyerahinnya waktu aku telaten pakenya pagi & malam. Pokonya dulu 20 ml itu untuk 1 bulan pas. Mudah meresap si serum somethinc iniðharganya juga lumayan standar kaya serum-serum lainnya.",Usage Period : 3 months - 6 months Purchase Point : Shopee
15 Feb 2022,harumanita,harumanita doesn't recommend this product! ,"bagus si dia melembabkan, tapi untuk bikin cerah di aku belum terlihat, bekas noda jerawat juga ga cepet ilang, aku lagi stop pemakaian serum ini karena kayanya dia ga cocok di aku, soalnya tiap ada jerawat hilang satu terus tumbul lagi satu, kan jadi bingung ini maksudnya purging atau emang breakout",Usage Period : 1 week - 1 month Purchase Point : Shopee
14 Feb 2022,Anif,Anif doesn't recommend this product! ,"tergiur beli karena reviewnya yang bagus-bagus. pemakaian selama satu bulan, reaksi di mukaku hanya melembabkan saja, agak lengket, lumayan lama menyerap, agak gerah. efek mencerahkan tidak begitu kelihatan tidak ada efek negatif juga. repurchase? No.",Usage Period : 1 week - 1 month Purchase Point : Shopee
14 Feb 2022,rineisme,,"Entah kenapa kulitku kurang klop dengan niacinamide, padahal ini kandungan niacinamidenya rendah cuman 5%. tapi tetap aja kurang cocok. setelah pakai ini pasti suka muncul bintik-bintik kecil semacam bruntusan dan itu nobgolnya banyakan gak hanya sebiji duabiji. makanya aku ragu mau lanjutin lagi. teksturnya kental, no alkohol, no fragrance..",Usage Period : Less than 1 week Purchase Point : Shopee
14 Feb 2022,Alveenzy,Alveenzy recommends this product!,"Bagus bgt untuk mengurangi jerawat & beruntusan diwajahku, lumayan mencerahkan & mengurangi bekas jerawat, aku pakai ini dimalam hari takut kenapa2 kalo dipake pas pagi/siang. Aku slalu pake sebelum granactive snow retinoid yg 2%, kebetulan cocok diwajahku yg sensitif, selama ini belum ada cekat-cekit aneh2 selama pake produk ini jd bagus aja kalo kulit wajahku cocok. Niacinamide somethinc yg 5% ini bagus bgt.",Usage Period : 3 months - 6 months Purchase Point : Shopee
14 Feb 2022,jeannesylvia,jeannesylvia recommends this product!,"suka bgt dl aku pakai yg 5% niacinamide dan cocok skrg naik ke 10% mukaku jd lbh lembab ga kering lg, dan bekas2 jerawat mulai memudar , pokoknya kalian yg pny masalah pd kulit boleh cobain ini deh ð¥°",Usage Period : 1 month - 3 months Purchase Point : Instagram
13 Feb 2022,Anasthasya402,Anasthasya402 recommends this product!,"firstly ini serum pertama aku karna sebelum ny aku ga pernah pake serum samsek baru pertama kali and i think produk ini belum nunjukkin apÂ² di muka ak i think okelah bisa mencerahkan tapi untuk hasilny itu belum kelihatan samsek sih untuk muka ak yang bisa di bilang lumayan bruntusan dan gampang banget nimbul jerawat, but ini belum pemakaian sampe seminggu pemakaian mudah2 an aja ngaruh di muka ku dan bisa mudarin bruntusan ak sama bekas jerawat ð­ð­ huhu ga pd banget keluar rumah dengan muka yang super bruntusan ini mogaÂ² somethinc cocok deh",Usage Period : Less than 1 week Purchase Point : Shopee
13 Feb 2022,linaafryn12,linaafryn12 recommends this product!,"Aku sempet ga pakai ini selama beberapa bulan, jadi baru rutinin lagi skrg. Karna udah pernah pake niaci walau sekitar 2% gitu, jadinya aku langsung beli yg 10% (walaupun 5% harusnya oke2 aja).â¨ Ingredientsnya cica water, niacinamide yg pasti ada 10%, hydrolized algae, caffeine, allantoin, beet root extract, dll. â¨ Teksturnya kental, dan kadang aku ga pake pelembab karna menurutku ini lumayan calming dan moisturizing banget. Untuk klaim mencerahkan aku ngerasa walaupun ga terlalu signifikan, tapi untuk bekas jerawat atau memperbaiki tekstur belum keliatan di aku. Buat yg ga alergi niacinamide dan pernah pakai sblmnya bisa pake yg 10%, soalnya di aku aman, tidak ada iritasi.",Usage Period : 3 months - 6 months Purchase Point : Shopee
13 Feb 2022,aldona1205,,ini botol kedua krna sempet ganti serum brightening merk lain dan kapok ganti2 akhirnya balik lg ke somethinc. knp aku balik lg krna pake ini tuh cm dua minggu berasa bgt cerah nya apalagi klo muka lg gosong krna pake ss kdg kurang maksimal klo panas2an seharian.,Usage Period : Less than 1 week Purchase Point : Watson
13 Feb 2022,halimnisa,halimnisa recommends this product!,"Jadi kemarin beli bundle somethinc skin solver mata panda dan kulit kusam, terdiri dari 1 botol 20ml somethinc serum 5% niacinamide+moisture sabi beet dan 1 botol 20ml serum 3% astaxanthin + chlorelina. Aku bahas untuk yang niacinamide dulu ya. Jadi klaimnya adalah Say goodbye to Dull and tired skin, Hello glowing skin and yess..its work for me. Apakah mencerahkan? YA. Apakah melembabkan? YA. Apakah memperbaiki tekstur kulit wajah? YA, gak geradakan lagi lah kulit wajah. So, its really work for me. Serum ini teksturnya cair sedikit thick ya, tp klo sudah dibaurkan diwajah mudah meresap dan gak lengket. Kupakai pagi hari. Serum ini dalam petunjukknya disarankan disimpan di kulkas ya, jadi Ketika dipakai anyesss gtuu.. yess, worth it buat yang mau coba dulu karena ini kemasan 20ml jd klo ternyata kurang cocok gak nyesel amat lah, karena secara harga juga cukup affordable..",Usage Period : 1 month - 3 months Purchase Point : Tokopedia
12 Feb 2022,lynnmaru27,lynnmaru27 recommends this product!,"Penasaran sebagus apa serum ini soalnya hype banget ya di endorse sama artis2 dan selebgram, belom 2minggu pemakaian sih aku mix sama serum HA nya, di aku sih cocok aja cpet juga nyerepnya dan gak lengket, let's see pemakaian sebulan nanti semoga gak malah jerawatan dan muka makin glowing yes ð¥° klo cocok pasti repurchase dong",Usage Period : 1 week - 1 month Purchase Point : Instagram
12 Feb 2022,joanchristy,joanchristy recommends this product!,"Juara banget serumnya somethinc, berasa wajah lebih glowing hahahah tapi beneran deh. kalau ada bekas jerawat juga jadi cepet ilang. Aku uda repurchase ini berkali kali dan tetap suka banget, teksturnya juga enak banget di wajah. Love banget",Usage Period : More than 1 year Purchase Point : Shopee
12 Feb 2022,adellia0207,adellia0207 recommends this product!,"Serum ini memantapkan hati gue kalo gue ternyata emang gak cocok niacin. Agak sedih, soalnya serkarang ini produk skincare pake niacin semua saking populernya. Serum ini gak bekerja baik dikulit gue, cuma memperburuk #sad. Pake ini 3 malam langsung bo  dan bruntusan, muka langsung jd kusem juga. Pokoknya semua clain niacinamide berkerja terbalik di gue. Bye bye ingredient skincare kekinian ð",Usage Period : 1 week - 1 month Purchase Point : Shopee
12 Feb 2022,janevenya,janevenya doesn't recommend this product! ,"Pas dipake besoknya langsung bruntusan dan merah-merah semuka jadi stop pemakaiannya, mungkin emang kurang cocok, aku nyoba Karena banyak banget review bagus tapi di Aku malah kurang cocok , sayang banget :(",Usage Period : Less than 1 week Purchase Point : Shopee
11 Feb 2022,sari1299,sari1299 recommends this product!,"Pake yang 5% nicinamide. Udah habis 2 botol juga tapi ga lanjut. Tekturnya kental banget dan setelah di aplikasiin ke muka jadi lengket gitu, beda sama review orang orang. Botol pertama lubang pipetnya masih oke ga terlalu sesek tapi saat beli lagi botol ke dua entah kenapa lubangnya itu sempit jadi saat pengambilan produk susah. Malahan ya waktu mau nutup serumnya meleber kemana mana, kesekitar pinggir botol juga. Ga srek aku kalo gitu. Akhirnya memutuskan buat ga beli lagi meskipun produknya bagus. Ingredientsnya lengkap.",Usage Period : 6 months - 1 year Purchase Point : Shopee
11 Feb 2022,anastasianovita88,anastasianovita88 recommends this product!,Beli ini krn promo dpt free yg 5 ml juga. Sblmnya udh pernah pk yg niacinamide + 5 ml trus cocok krn lembab terus tertarik mo coba varian yg ini krn lebih besar konsentrasinya & katanya bs buat brightening juga. Sejauh ini sih cuma bantu bikin lembabin wajah aja tp untuk bekas jerawat masih susah hilang sih.,Usage Period : 1 month - 3 months Purchase Point : Shopee
11 Feb 2022,engeneis,engeneis recommends this product!,Ini udah botol kedua aku!! Sejauh ini cocok dan ngebantu banget lembabin muka aku. Dulu pernah kering sampe ngeletek gitu dan kasar jugaa terus aku pakein ini jadi mendingan banget dan bahkan udah ga kering lagii. Muka jadi halus dan ga kering kering lagii super happy!!,Usage Period : 6 months - 1 year Purchase Point : Shopee
10 Feb 2022,dyahrahma8,dyahrahma8 recommends this product!,"Cocok banget buat yang pengen cerah dan menyamarkan bekas jerawat kayak aku. 5% niacinamide + moisture beet serum ini fit banget di kulitku yang sensitive karena pernah aku pakai yang 10% malah jadi beruntusan. So for u babes, pakai skincare yang bener-bener cocok ke kulit kalian ya. Jangan karena pengen cepet keliatan hasil jadi pilih yang kandungannya lebih tinggi.",Usage Period : More than 1 year Purchase Point : Shopee
09 Feb 2022,eriasaulia,eriasaulia recommends this product!,"karena sebelumnya pernah coba niacinamide 10% dari produk lain dan agak tingling di wajah, jadi memutuskan buat beli yg lebih kecil prosentasenya. so far gak ada tingling meskipun dipakai pagi malam. hasilnya juga mulai kelihatan (lebih cerah)",Usage Period : 1 week - 1 month Purchase Point : Shopee
09 Feb 2022,pujifarida,pujifarida doesn't recommend this product! ,"gaktau kenapa mungkin karena skin concerns aku di dullness, aku gak ngerasain perubahan yg signifikan. gak bikin glow seketika juga, ya biasa aja. atau bahkan gak kerasa bedanya. apa emg kulit gw badak banget ya.HAAHHA ",Usage Period : 1 week - 1 month Purchase Point : Shopee
08 Feb 2022,ZaharaAdnani,ZaharaAdnani recommends this product!,"produk pertamayang aku pakai produk somethinc sebelum nyoba pakai produk lainnya. Teksturnya emang agak lengket dan nyerap ke mukanya agak lama tapi produknya bagus banget!!! Works di aku setelah pemakaian teratur di malam hark!! pori poriku terlihat mengecil dan tekstur mukaku terasa lebih halussssss, bakalan repurchase sih iniii!",Usage Period : 1 month - 3 months Purchase Point : Shopee
08 Feb 2022,ratnakm,ratnakm recommends this product!,"Bagoooosss bgtt ya Allah. Ngelembabin. Ada perubahan bgt kulit jadi lebih bener aja gitu wkwk. Gada baunya juga. Kemarenan nyoba serum lain yg sempet viral toktok dan kata orang2 bagus tapi ternyata diaku ga cocok, aku langsung balik lagi ke serum ini skrg udh botol ke 3 mana gabikin miskin lagi harganya suka bgt",Usage Period : 3 months - 6 months Purchase Point : Shopee
07 Feb 2022,lisabrinaa_,lisabrinaa_ doesn't recommend this product! ,"Pertama kali coba yang 5%. Untuk saya sih dikulitku yang kombinasi, produk ini tidak cocok malah tambah bikin jerawatan. Teksturnya kental dan lumayan lama meresap. Hanya coba 1 botol (pakai sekitar 2 bulanan) lalu ganti yang hyaluronic B5 dan kulitku tenang kembali.",Usage Period : 1 week - 1 month Purchase Point : Shopee
06 Feb 2022,michella01_,michella01_ recommends this product!,"BEST SERUM EVER! Produk somethinc pertama yg kubeli, barengan sm peelingnya yg warna merah. Belinya di jaman dulu bgt msh awal2 dan sering out of stock. Fungsi niacinamide ini adalah untuk membantu menghilangkan bekas2 jerawat hitamku. Tadinya memang udh agak mendingan karena udh pakai produknya sebelumnya dr brand lain, cuman yang berasa cepet bgt perbedaannya adalah produk ini! Baru dipake bentar udh bagus bgt efeknyaðð cinta banget!!! Terus bikin kulit ga terlalu berminyak juga sih di T-zone aku. Cuman di area pipi msh berasa kering/ b aja, ga lebih melembabkan atau gimana. Dia juga bs bantu ilangin beruntusan di area pipiku. Recommend bgt buat coba!",Usage Period : More than 1 year Purchase Point : Local Beauty Store
05 Feb 2022,Ayumastuti,Ayumastuti recommends this product!,"Kemarin sempat kulit yang breakout karena pakai produk yang ga cocok akhirnya mencoba mencari skincare yang ngebantu untuk memperbaiki tekstur kulit sempat ragu untuk beli ini karena persenan niacinamide nya lumayan tinggi tapi setelah dicoba beberapa minggu efeknya bagus banget tekstur kulit aku sekarang udah gaada beruntusan udah gone tinggal beberapa bekas namun udah memudar juga karena pakai skincare ini. Selain itu, ini gabikin kering sama sekali jadi walaupun pake ini kulit tetep ngerasa lembab enak banget deh",Usage Period : 3 months - 6 months Purchase Point : Shopee
04 Feb 2022,dytakd,dytakd recommends this product!,"Cobain ini karena rekomendasi dari temen. Jujur sih cocok pakai ini, gampang diaplikasi in, mudah menyerap dikulit. Setelah pemakaian rutin bekas jerawat jadi memudar, mencerahkan kulit, ringan banget dikulit dan ngga bikin ketergantungan.",Usage Period : 6 months - 1 year Purchase Point : Tokopedia
04 Feb 2022,me_mega,me_mega recommends this product!,"lama banget gk review produk,mau review produk ini yg bener"" bisa perbaikin skin barrier ak. wanginya juga gk ada jdi gak terganggu. ini beneran mantab banget buat bekas jerawat dan beneran mencerahkan asal makainya rutin. ak pkai di rangkaian malam hari. udh repurchase trus pkoknya pakai ini.",Usage Period : 6 months - 1 year Purchase Point : Shopee
04 Feb 2022,glikowings,glikowings recommends this product!,"selalu pake yang 5% berharap bisa ngatasin masalah skin barrierku, tapi kayanya ga ngaruh sama sekali ð­ ga ngaruh apa apa cuma ngelembabin aja. muncul bruntusan. trs kalo pake ini muka jadi agak panas gitu ð¥º heran jg tetep kulanjutin ampe abis 3 botol ... ga ngaruh apa apa",Usage Period : 6 months - 1 year Purchase Point : Shopee
04 Feb 2022,prisghan2,prisghan2 recommends this product!,"It's a good product. Ngelembabin banget, sifatnya occlusive gitu, agak gerah sih awalnya, terutama di bagian bawah hidung, sempet ngerasa sensasi anget gitu pas pemakaian awal, tp ga ada reaksi negatif selama pemakaian krg lebih 2 mingguan. Untuk efek cerah blm ngeh banget. Maybe harus abisin 1 botol dlu. Produk ini pemakaiannya cukup awet, 4drop udah cukup buat semuka. I guess dgn isi 20ml, bakal bisa bertahan lebih dr 1 bln sih, 1,5-2bln lah maybe, dgn pemakaian pagi-malem. Repurchase? Iya. Sampe bener2 dapet hasilnya. :) Oya, aku gunain ini dibarengi dengan toner supple power + kadang juga ditambah oil serum yg bakuchiol, khusus buat malem aja. ",Usage Period : 1 week - 1 month Purchase Point : Shopee
03 Feb 2022,hmtly,hmtly recommends this product!,"Sejujurnya serum ini tergolong berat buat aku, tapi masih mudah diaplikasikan dan gak lengket. Gak ada kesulitan apapun untuk ambil isinya dari pipet, untuk isinya menurutku banyaak karna aku bisa tahan beberapa bulan. Tekstur serumnya creamy dan sedikit runny ketika di aplikasikan, untuk wanginya gak ada jadi bener-bener aman untuk kulit sensitive. Produk ini bagus untuk perbaiki skin barrier aku, apalagi kalau lagi kering bangett..",Usage Period : 1 month - 3 months Purchase Point : Brand website
03 Feb 2022,cherrywidi,cherrywidi recommends this product!,"First product niacin yang aku cobain dan beneran nampol banget buat ngilangin bekas2 jerawat yang bandel aku repurchase smpe sekarang gatau udh habis berpa botol pokokny rekomend banget deh, aku suka claim nya ga lebay dan beneran cerahan tapi emang harus rajin pake nya ga se singkat itu worth it harga yang under 100 rb",Usage Period : More than 1 year Purchase Point : Shopee
03 Feb 2022,Jihanswailim,Jihanswailim recommends this product!,"Sangat aku rekomendasi kan buat kulit kusam ðini bisa banget buat mencerahkan. Menyamarkan PIH & PIE. Menenangkan kulit berjerawat. Melembabkan tapi bisa kontrol minyak berlebih. Cuman minus nya di packaging nya,kalo aku taronya agak tiduran gitu suka tumpah isinyað¥º",Usage Period : 1 week - 1 month Purchase Point : Gift
02 Feb 2022,Jstaml,Jstaml recommends this product!,"Ini oke banget si buat yg mau bikin muka lembab tapi gak berminyak,semalam pake terus besoknya seharian lembab. Tapi di wajah ku gak cocok padahal aku udah suka banget sama texture nya tapi emng muka aku ini terlalu sensitif, entah apa yg gak cocok niacinamide atau apapun itu. ",Usage Period : Less than 1 week Purchase Point : Shopee
02 Feb 2022,Dinifairy,Dinifairy recommends this product!,"Ah ini mah bagus banget! Dia teksturnya kentel gitu jadinya awet.Setelah pemakaian sebulan lebih bahkan 2 bukan baru terasa hasilnya. wajah jadi lebih cerahan, plumpy, dan glowing. ditambah aku rutin eksfo juga sih seminggu 2x pakai somethinc peel serum yang merah. jadi maksimal banget hasilnyaðââï¸",Usage Period : 1 month - 3 months Purchase Point : Shopee
01 Feb 2022,sherly88,sherly88 recommends this product!,"Serum yg ampuh banget untuk mencerahkan. Teksturnya light gampang menyerap. Aku pake ini cuma malem hari aja, efek besok pagi kulit lebih cerah. Dan mengontrol kadar minyak juga di wajah. Cuma minusnya 1 di aku, awal2 pemakaian bs muncul milia di bawah mata, dan semingguan baru ilang. ",Usage Period : 1 month - 3 months Purchase Point : Tokopedia
01 Feb 2022,isaa,isaa recommends this product!,"produk ini oke sih menurutku, walaupun harganya mungkin agak mahal ya untuk pelajar. sejauh ini aku udah pake kurang lebih 3 botol,dan selama aku pakai produk ini, yg kurasain itu muka aku jadi jarang jerawatan/ bruntusan, dan ya bekas jerawat hitamku agak memudar",Usage Period : More than 1 year Purchase Point : Beautyhaulindo
31 Jan 2022,dwijuniasari,dwijuniasari recommends this product!,emang kulit aku cocok banget sama niacinamide jadi ini juga termasuk aman2 aja. menyamarkan noda hitam bekas jerawat jadi teksturnya nggak terlalu kentara. dia teksturnya lumayan thick dan cukup hydrating untuk ukuran serum. ,Usage Period : 1 week - 1 month Purchase Point : Shopee
30 Jan 2022,fitriindra,fitriindra recommends this product!,"teksturnya gel bening gitu ya gak lengket dan ringan, cepet nyerep juga. awal-awal sih pas botol pertama oke2 aja bikin muka aku cerah juga dan gak greasy jugak. tapi makin lama kok ga ada perubahan yang signifikan di muka ku, sampe abis botol kedua. dan yang aku notice malah bikin muka aku muncul jerawat silih berganti gitu :( jd jerawat nongol satu satu gitu gak pernah bener2 bersih pas lagi pake ini. jadi setelah botol kedua aku berentiin deh. untuk harga standar sih. aku rasa ada kandungan yang gak cocok nih di akunya. tp worth to try kok karena banyak juga temenku yang cocok dan malah bersih pake ini (ini yg bikin aku tergoda awalnya wkwk)",Usage Period : 3 months - 6 months Purchase Point : Shopee
30 Jan 2022,sabrinmulianto,sabrinmulianto recommends this product!,"beli karena hype dan jujur selama aku pakai ini, aku ga merasakan ada efek mencerahkan dan lain-lain, menurutku produk ini just ''okay' atau mungkin harus coba yang 10% baru bisa keliatan. tapi so far okay karena ga bikin breakout di muka ku.",Usage Period : 3 months - 6 months Purchase Point : Shopee
29 Jan 2022,Bellia12,Bellia12 recommends this product!,"Cinta sama produk ini, bahkan waktu itu blm ada sebulan pake ini tapi hasilnya udah keliatan. Temen-temen kantor sampe bilang muka cerahan bgt. Beruntusan juga jadi jarang muncul pake ini. Love bgt <3",Usage Period : 1 week - 1 month Purchase Point : Shopee
29 Jan 2022,hastiindahr,hastiindahr recommends this product!,Kemarin sempet pake yg 5% buat nyobaâ dulu ternyata lumayan cocok dan pindah ke 10%. Manfaat nya lebih kerasa emg yg 10% ini lumayan cocok juga di aku sedikit mencerankan tp ga yg benerâ cerah gitu si untuk keliatan manfaat nya jg lumayan lama aku udh pake brp botol kalo ga salah,Usage Period : 3 months - 6 months Purchase Point : Shopee
28 Jan 2022,moonbeauty,,"baru beberapa kali nyoba doang, tapi so far oke.. progres yang paling cepet dikulitku malah redain bruntusan, untuk efek cerahnya mungkin harus nunggu lebih lama. teksturnya sedikit kentel sih, dan feel nya ga begitu ringan, kayak ada lapisan gitu dan sedikit lengket. tapi oke oke aja, ga bikin jerawatan",Usage Period : Less than 1 week Purchase Point : Sample
28 Jan 2022,rrdinar,rrdinar recommends this product!,"pros: -produk ini cocok sama aku,ga aku pake tiap hari krn ak selang seling dengan peroduk serumku yg lain -bisa dipakai pagi& malam hari-kalau jadwal lagi pake retinol, ini bakal kupake jadi base serumku sebelum retinol daaan hasilnya mantull auto glowing - karena pemakaian masih kisaran sebulanan jadi efek memudarkan PIH dan PIE ku belum terlihat signifikan -bakal repurchase of courseeeeCons: botolnya warna putih ga transparan jdi kita ga bisa liat isi produknya udah tinggal seberapa,Pipetnya nyebeliinnn susah banget ngeluarin serumnya,botolnya kudu dimiringin dulu baru bisa kesedot dri pipetnya kzl,,mungkin lebih bagus kalo kualitas pipetnya diperbaiki atau mungkin diganti pump aja lebih enak,mau kasih bintang 5 tp krn pipetnya ngeselin jdi cukup bintang 4 aja hehe",Usage Period : 1 week - 1 month Purchase Point : Shopee
27 Jan 2022,Ditajuwita,Ditajuwita recommends this product!,"Seneng banget sama serum ini karena bikin lembab tapi ga bikin muka jadi berminyak. Dia juga teksturnya cair banget dan cepeeet banget menyerap. Untuk efek mencerahkan, dia ini ada banget mirip-mirip brand sebelah. Dia juga cukup oke untuk menghilangkan darkspot bekas jerawat.",Usage Period : 1 month - 3 months Purchase Point : Female Daily Event
27 Jan 2022,tattaa,tattaa doesn't recommend this product! ,"Liat orang pada cocok bgt yaa pake ini, jadi tergiur mau coba. Kebetulan lagi bimbang mau beli somethinc ini atau nyobain produk lain, tapi temenku ada yg ga cocok pake ini jd dikasih ke aku. Akhirnya coba pake setengah botol ternyata di aku juga ga cocokð tekstur mukaku jadi memburuk... claim nya yg mencerahkan juga ga dapet yg ada malah kusam make ini huhuhu sayang bgtð¥",Usage Period : 1 week - 1 month Purchase Point : Shopee
27 Jan 2022,cilla queen,cilla queen recommends this product!,"Pake ini pertama yg samplenya dulu. Eh cocok. Make ini malem, paginya muka lebih cerah. Teksturnya juga ga lengket. Gampang nyerap. Dibarengin sama moisturizer yg klop jadi cocok banget. Ini cocok kok di muka sensitif",Usage Period : 3 months - 6 months Purchase Point : Shopee
27 Jan 2022,squarevans,squarevans recommends this product!,"Suuuuuuuuuuper suka sama Somethinc Niacinamide ini. Teksturnya ringan, cepat menyerap dan gak lengket. Biasa aku pakai pas malam hari, baru setelah itu di-layer sama moisturizer. Pagi harinya kulit wajah berasa auto glowing.",Usage Period : 3 months - 6 months Purchase Point : Shopee
25 Jan 2022,diini_sa,diini_sa recommends this product!,"Karena banyak yang bandingin sama the ordinary, sebelum cobain serum ini patokanku ya ke the ordinary. Texture wise dia lebih enak si emang, ngga peeling, nyaman, ngga lengket, dan kerasa sedikit lembab. Baunya ngga ada, jadi ok buat yang ngga suka wangi wangian di skincare. Tapi untuk hasilnya, di aku ngga begitu ngefek. Mencerahkannya jauh dibanding the ordinary, aku udah pake sampe abis bekas jerawatku masih gitu gitu aja, overall skin tonenya juga gitu gitu aja, discolorationnya ngga improve. Minyak di wajah juga sama sama aja si, ngga lebih terkontrol ato gimana.",Usage Period : 1 week - 1 month Purchase Point : PR Package
25 Jan 2022,tifaaa11,tifaaa11 recommends this product!,"Gak bikin jerawatan, kayaknya ya cerahan dikit (blm tau pasti soalnya baru pakai dua mingguan aja) overall aku suka dan kalo ada rezeki sih mau lagii pake ini. Trs soal kandungannya, aku pakai yg 5% dulu krn baru pemula. Nnti kalo udh abis mau coba yg 10%",Usage Period : Less than 1 week Purchase Point : Shopee
